Hybridization REF,chrom,start
SLC39A3,19,2683522
SGTA,19,2705712
THOP1,19,2736506
ZNF554,19,2770917
ZNF555,19,2792482
ZNF556,19,2818333
LOC126295,19,2851964
ZNF77,19,2884216
TLE6,19,2928562
TLE2,19,2948636
AES,19,3003908
GNA11,19,3045530
LOC390876,19,3077315
GNA15,19,3087230
EDG6,19,3129770
NCLN,19,3136875
BRUNOL5,19,3175701
NFIC,19,3310616
LOC284422,19,3425411
HLRC1,19,3441822
FZR1,19,3473954
C19orf28,19,3495197
HMG20B,19,3525522
GIPC3,19,3536569
TBXA2R,19,3545504
C19orf29,19,3561632
PIP5K1C,19,3581182
TJP3,19,3679374
APBA3,19,3701771
MRPL54,19,3713672
MGC15631,19,3720087
MATK,19,3728967
KIAA1086,19,3755016
LOC388494,19,3802809
ATCAY,19,3831676
ITGB1BP3,19,3884101
DAPK3,19,3909452
EEF2,19,3927054
PIAS4,19,3958749
ZBTB7A,19,3996216
MAP2K2,19,4041319
CREB3L3,19,4104629
SIRT6,19,4125106
ANKRD24,19,4148998
EBI3,19,4180540
FLJ10374,19,4193990
SHD,19,4230659
MGC23244,19,4243229
FSD1,19,4255691
STAP2,19,4275040
FLJ14981,19,4294570
SH3GL1,19,4311367
CHAF1A,19,4353660
UBXD1,19,4396261
HDGF2,19,4423255
LOC440503,19,4479439
LRG1,19,4488227
SEMA6B,19,4493600
TNFAIP8L1,19,4590530
C19orf10,19,4608557
DPP9,19,4626236
C19orf30,19,4720152
FEM1A,19,4742770
TICAM1,19,4766992
M6PRBP1,19,4789346
LOC645432,19,4845897
C19orf31,19,4858742
UHRF1,19,4861814
LOC645437,19,4919645
JMJD2B,19,4920132
PTPRS,19,5157379
ZNRF4,19,5406442
PLAC2,19,5510364
LOC645472,19,5527519
SAFB2,19,5538010
SAFB,19,5574164
QIL1,19,5629433
SCDR10,19,5632035
RPL36,19,5641306
PRSS15,19,5642845
MGC39581,19,5671707
MGC24975,19,5733971
DUS3L,19,5736151
FUT6,19,5762930
NRTN,19,5774818
FUT3,19,5793902
FUT5,19,5816837
NDUFA11,19,5845686
VMAC,19,5855885
CAPS,19,5865219
RANBP3,19,5867150
RFX2,19,5944175
ACSBG2,19,6086678
MLLT1,19,6163967
ASAH3,19,6257725
CLPP,19,6312463
SPATA11,19,6323444
PSPN,19,6326305
GTF2F1,19,6330581
LOC390877,19,6347391
KHSRP,19,6364359
MGC34725,19,6377050
SLC25A23,19,6391075
CRB3,19,6414788
DENND1C,19,6418218
TUBB4,19,6445330
TNFSF9,19,6482037
TNFSF7,19,6536850
LOC645621,19,6544322
TNFSF14,19,6615560
C3,19,6628878
GPR108,19,6680931
TRIP10,19,6690707
SH2D3A,19,6703171
VAV1,19,6723722
EMR1,19,6838582
EMR4,19,6903517
FLJ25758,19,6956617
LOC645662,19,6962520
LOC645669,19,6969986
LOC284428,19,6981594
LOC653656,19,6988763
MBD3L2,19,7000350
LOC653657,19,7007224
ZNF557,19,7020721
LOC645690,19,7047196
INSR,19,7067638
ARHGEF18,19,7351866
PEX11G,19,7447761
FLJ35784,19,7468485
ZNF358,19,7487075
MCOLN1,19,7493512
NTE,19,7505075
KIAA1543,19,7549242
XAB2,19,7590411
PCP2,19,7602507
STXBP2,19,7608011
RETN,19,7639972
MCEMP1,19,7647514
FCER2,19,7659662
CLEC4G,19,7699850
CD209,19,7710882
CLEC4M,19,7734081
LOC646239,19,7758370
EVI5L,19,7801243
LOC388499,19,7849508
LRRC8E,19,7859390
MAP2K7,19,7874765
LOC645781,19,7885497
SNAPC2,19,7891229
CTXN1,19,7895384
TIMM44,19,7897603
ELAVL1,19,7929457
CCL25,19,8023934
FBN3,19,8036287
LASS4,19,8180257
CD320,19,8273011
NDUFA7,19,8282244
RPS28,19,8292384
ANKRD47,19,8293469
ANGPTL4,19,8335011
RAB11B,19,8361296
MARCH2,19,8384187
HNRPM,19,8415651
PRAM1,19,8460940
LOC645839,19,8476885
ZNF414,19,8482219
MYO1F,19,8491996
ADAMTS10,19,8551126
LOC390880,19,8647499
MGC33407,19,8668753
OR2Z1,19,8702391
ZNF558,19,8781382
MBD3L1,19,8814332
LOC645910,19,8820522
OR1M4P,19,9054612
OR1M1,19,9064921
OR7G2,19,9073945
OR7G1,19,9086274
OR7G15P,19,9093760
OR7G3,19,9097688
ZNF317,19,9112073
OR7D2,19,9157270
OR7E16P,19,9163106
OR7E25P,19,9175928
OR7D4,19,9185575
OR7D1P,19,9207020
OR7E24,19,9222720
OR7E18P,19,9232653
OR7E19P,19,9237069
OR7H1P,19,9250109
ZNF699,19,9265957
LOC646010,19,9281511
ZNF559,19,9295928
ZNF177,19,9334696
ZNF266,19,9384271
ZNF560,19,9436826
LOC646048,19,9489826
ZNF426,19,9499667
ZNF121,19,9537292
ZNF561,19,9580131
ZNF562,19,9620341
UBE2L4,19,9746173
FBXL12,19,9781943
UBL5,19,9799614
PIN1,19,9806999
OLFM2,19,9825394
COL5A3,19,9931237
RDH8,19,9984925
LOC653701,19,10004254
LOC388503,19,10014156
LOC653703,19,10033559
LOC653704,19,10042001
LOC646097,19,10057608
FLJ11286,19,10058009
ANGPTL6,19,10064013
PPAN,19,10077965
P2RY11,19,10083197
EIF3S4,19,10086690
DNMT1,19,10105022
LOC646106,19,10188841
EDG5,19,10195520
MRPL4,19,10223640
ICAM1,19,10242779
ICAM4,19,10258680
ICAM5,19,10261655
MGC19604,19,10277103
RAVER1,19,10287888
ICAM3,19,10305452
TYK2,19,10322209
CDC37,19,10362809
PDE4A,19,10424637
KEAP1,19,10457796
EDG8,19,10484623
ATG4D,19,10515647
FLJ12949,19,10524761
CDKN2D,19,10538138
AP1M2,19,10544347
SLC44A2,19,10597229
ILF3,19,10625988
QTRT1,19,10673131
DNM2,19,10689755
TMED1,19,10804114
LOC653709,19,10813515
LOC255809,19,10820103
CARM1,19,10843253
YIPF2,19,10894444
LOC90580,19,10900424
SMARCA4,19,10932606
LDLR,19,11061132
SPBC24,19,11117170
ANKRD25,19,11135946
DOCK6,19,11170973
LOC55908,19,11209126
TSPAN16,19,11267824
RAB3D,19,11296093
UNQ501,19,11314458
LOC126075,19,11318187
LPPR2,19,11327109
FLJ35119,19,11346383
EPOR,19,11349475
RGL3,19,11356191
MGC20983,19,11392272
PRKCSH,19,11407269
ELAVL3,19,11423143
ZNF653,19,11455246
SITPEC,19,11477744
LOC646189,19,11493783
CNN1,19,11510579
ELOF1,19,11524861
ACP5,19,11546477
LOC646204,19,11549930
ZNF627,19,11569327
LOC401898,19,11611591
LOC284387,19,11631341
HSZFP36,19,11693084
ZNF441,19,11738907
ZNF491,19,11770400
ZNF440,19,11786107
ZNF439,19,11837844
ZNF69,19,11859670
LOC644789,19,11877202
ZNF700,19,11896900
ZNF440L,19,11936869
ZNF433,19,11986573
FLJ14959,19,12036569
FLJ46419,19,12064078
ZNF20,19,12103803
ZNF625,19,12116705
ZNF136,19,12134919
ZNF44,19,12219007
ZNF563,19,12289291
ZNF442,19,12321185
MGC71805,19,12351003
HIT-40,19,12361368
ZNF443,19,12401520
ZNF709,19,12435743
ZNF564,19,12497540
PGK1P2,19,12531450
ZNF490,19,12547645
FLJ90396,19,12582753
LOC284393,19,12610851
MAN2B1,19,12618322
PTD008,19,12639887
MORG1,19,12641584
DHPS,19,12647534
FBXW9,19,12660731
TNPO2,19,12671015
MGC2803,19,12702454
ASNA1,19,12709306
VMD2L1,19,12724472
HOOK2,19,12734817
JUNB,19,12763310
PRDX2,19,12768634
RNASEH2A,19,12778428
RTBDN,19,12797296
MAST1,19,12810348
DNASE2,19,12847023
KLF1,19,12856236
GCDH,19,12862974
FARSLA,19,12894293
CALR,19,12910423
RAD23A,19,12917654
GADD45GIP1,19,12925972
DAND5,19,12941432
NFIX,19,12967584
LYL1,19,13070847
TRMT1,19,13076715
BTBD14B,19,13090109
STX10,19,13116224
IER2,19,13122282
CACNA1A,19,13179115
LOC440509,19,13490793
MGC10471,19,13719753
LOC646407,19,13736057
MGC3207,19,13736346
HSPC023,19,13746285
ZSWIM4,19,13767274
NANOS3,19,13848955
MGC11271,19,13854168
LOC653742,19,13854302
CC2D1A,19,13864993
FLJ23447,19,13904167
LOC90379,19,13924301
RFX1,19,13933352
RLN3,19,14000017
IL27RA,19,14003262
LOC342979,19,14025417
LOC126037,19,14042142
LOC113230,19,14044348
LOC646457,19,14052952
SAMD1,19,14060229
PRKACA,19,14063500
ASF1B,19,14091321
LPHN1,19,14119549
CD97,19,14353213
DDX39,19,14380631
PKN1,19,14405166
PTGER1,19,14444278
GIPC1,19,14449571
DNAJB1,19,14486582
GPSN2,19,14501382
NDUFB7,19,14537890
FLJ45910,19,14554896
EMR3,19,14591051
ZNF333,19,14661870
EMR2,19,14704205
LOC646501,19,14763717
OR7C1,19,14770986
OR7A5,19,14798139
OR7A10,19,14812760
OR7A8P,19,14823923
OR7A2P,19,14835398
OR7A17,19,14852238
OR7A18P,19,14858658
OR7A1P,19,14863671
OR7A3P,19,14875139
OR7A11P,19,14888225
OR7A15P,19,14899125
OR7C2,19,14913301
SLC1A6,19,14921991
FLJ40365,19,14982556
CASP14,19,15024015
OR1I1,19,15058877
SYDE1,19,15079214
ILVBL,19,15086785
OR10B1P,19,15112716
NOTCH3,19,15131444
ABHD9,19,15198730
BRD4,19,15209301
AKAP8,19,15325335
AKAP8L,19,15351859
WIZ,19,15393231
FLJ21438,19,15423441
PGLYRP2,19,15440463
FLJ39501,19,15480337
LOC390896,19,15535338
LOC401904,19,15583455
CYP4F8,19,15587421
CYP4F3,19,15612707
LOC646575,19,15636116
CYP4F12,19,15644918
OR10H2,19,15699854
OR10H3,19,15713203
LOC388514,19,15731150
OR10H5,19,15765859
OR10H1,19,15778891
LOC646596,19,15843508
CYP4F2,19,15849834
LOC440511,19,15874133
CYP4F11,19,15884181
OR10H4,19,15920818
LOC646610,19,15951615
FLJ25328,19,16005564
OR1AB1P,19,16023787
TPM4,19,16048325
RAB8A,19,16083490
HSH2D,19,16105838
CIB3,19,16133179
FAM32A,19,16157235
AP1M1,19,16169731
KLF2,19,16296651
EPS15L1,19,16333408
CALR3,19,16450887
FLJ21742,19,16468224
CHERP,19,16489705
SLC35E1,19,16523564
CRSP7,19,16546718
MGC2747,19,16617959
TMEM38A,19,16632938
LOC284434,19,16691787
SIN3B,19,16801218
F2RL3,19,16860826
CPAMD8,19,16864758
NY-SAR-48,19,17021571
MYO9B,19,17073528
MDS032,19,17187168
FLJ22709,19,17198055
NR2F6,19,17203694
USHBP1,19,17221849
HSPC142,19,17239232
ANKRD41,19,17253681
ABHD8,19,17263941
MRPL34,19,17277477
DDA1,19,17281352
TMEM16H,19,17295034
GTPBP3,19,17309364
PLVAP,19,17323264
BST2,19,17374755
LOC93343,19,17391912
TXNL6,19,17427234
SLC27A1,19,17442300
PGLS,19,17483432
BCNP1,19,17495110
GLT25D1,19,17527511
UNC13A,19,17573143
BPY2IP1,19,17691303
FCHO1,19,17723336
B3GNT3,19,17766949
INSL3,19,17788322
JAK3,19,17797961
RPL18A,19,17831727
RNU68,19,17834397
SLC5A5,19,17843782
LOC115098,19,17906905
KCNN1,19,17923111
ARRDC2,19,17972944
LOC440514,19,18002321
LOC646666,19,18012207
IL12RB1,19,18031371
MAST3,19,18069603
PIK3R2,19,18125016
IFI30,19,18145579
FKSG24,19,18165050
RAB3A,19,18168611
PDE4C,19,18181511
LOC653774,19,18221766
KIAA1683,19,18228908
JUND,19,18251570
LSM4,19,18278717
PGPEP1,19,18312450
GDF15,19,18357985
LRRC25,19,18362954
SSBP4,19,18391136
ISYNA1,19,18406625
ELL,19,18414473
FKBP8,19,18503568
MGC2749,19,18529604
UBA52,19,18543668
FLJ20850,19,18560608
CRLF1,19,18565047
C19orf4,19,18584712
FLJ11078,19,18608838
CRTC1,19,18655425
COMP,19,18754583
RENT1,19,18803788
LASS1-GDF1,19,18840354
GDF1,19,18840354
LASS1,19,18842117
COPE,19,18871323
DDX49,19,18891494
HOMER3,19,18901012
SFRS14,19,18962702
ARMC6,19,19005471
MGC26694,19,19035808
FLJ20422,19,19091430
MEF2B,19,19117378
RFXANK,19,19164008
TRA16,19,19173224
CSPG3,19,19188762
HAPLN4,19,19227471
TM6SF2,19,19236173
SF4,19,19247827
LOC645869,19,19280240
KIAA0892,19,19316783
GATAD2A,19,19430401
TSSK6,19,19486028
NDUFA13,19,19487596
FLJ44968,19,19500707
CILP2,19,19510115
PBX4,19,19533522
PHF5AP1,19,19558975
EDG4,19,19595477
GMIP,19,19601285
ATP13A1,19,19617009
ZNF101,19,19640663
ZNF14,19,19682281
FLJ46230,19,19713357
ZNF506,19,19757657
LOC646712,19,19798898
ZNF253,19,19850289
ZNF93,19,19872787
ZNF682,19,19977814
LOC388519,19,20049808
ZNF90,19,20049817
ZNF486,19,20137372
LOC284441,19,20229458
LOC646750,19,20389828
LOC163233,19,20518768
LOC646764,19,20587920
ZNF626,19,20619830
ZNF85,19,20897934
LOC390904,19,20934619
LOC646779,19,20938483
ZNF430,19,20995337
LOC148206,19,21056849
ZNF431,19,21116728
LOC646782,19,21175919
LOC646789,19,21207977
ZNF708,19,21265803
LOC148203,19,21331554
ZNF493,19,21371775
LOC115648,19,21371798
LOC400680,19,21457785
ZNF429,19,21480303
LOC400682,19,21624316
ZNF100,19,21697408
LOC641367,19,21725389
ZNF43,19,21779592
ZNF208,19,21945325
ZNF257,19,22027189
PCGF7P,19,22112818
ZNF676,19,22153733
LOC646825,19,22261051
LOC342994,19,22343232
LOC148198,19,22363756
LOC441843,19,22401608
LOC440518,19,22570929
ZNF492,19,22610388
ZNF99,19,22708832
LOC646864,19,22807181
LOC388523,19,22863841
LOC126506,19,23100489
LOC440519,19,23196630
ZNF91,19,23333876
LOC253342,19,23466157
ZNF675,19,23627812
ZNF681,19,23718000
LOC388524,19,23737656
LOC646895,19,23806840
LOC646906,19,23883318
ZNF254,19,24061816
ZNF539,19,24061835
LOC646921,19,24137048
LOC388526,19,32976242
LOC642290,19,32988172
LOC642327,19,33071921
LOC642570,19,33789441
LOC642608,19,33907029
UQCRFS1,19,34390007
LOC284395,19,34469764
LOC342865,19,34709331
POP4,19,34789041
PLEKHF1,19,34847803
C19orf12,19,34883910
CCNE1,19,34994741
LOC126170,19,35103929
C19orf2,19,35125265
TAF2GL,19,35220185
LOC642948,19,35408642
ZNF536,19,35555168
ZNF537,19,36457691
LOC643279,19,37107327
ZNF507,19,37528393
MGC35440,19,37588536
DPY19L3,19,37588871
PDCD5,19,37763944
ANKRD27,19,37779755
RGS9BP,19,37858153
NUDT19,19,37871127
ECAT8,19,37899317
SLC7A9,19,38013262
FLJ14640,19,38061744
MGC32020,19,38155018
RHPN2,19,38161338
GPATC1,19,38263626
LOC126248,19,38314853
LRP3,19,38377330
SLC7A10,19,38391411
CEBPA,19,38482776
FLJ12355,19,38485573
LOC126242,19,38543243
CEBPG,19,38556449
PEPD,19,38569699
LOC388532,19,38771929
CHST8,19,38867274
KCTD15,19,38979607
LOC643613,19,39205373
LOC126235,19,39275225
FAM61A,19,39355311
LOC401911,19,39479021
KIAA0355,19,39482421
GPI,19,39547909
MGC13096,19,39587143
UBA2,19,39611108
WTIP,19,39664720
LOC643700,19,39740072
LOC643719,19,39759484
LOC284402,19,39776248
LOC441847,19,39817307
ZNF302,19,39860407
LOC653358,19,39868022
ZNF181,19,39916933
ZNF599,19,39940819
LOC643820,19,39984002
LOC643825,19,39985078
FLJ43870,19,40021926
LOC401913,19,40049101
ZNF30,19,40109724
FLJ38451,19,40139098
GRAMD1A,19,40183086
SCN1B,19,40213374
HPN,19,40223250
FXYD3,19,40298639
LGI4,19,40307257
FXYD1,19,40321572
FXYD7,19,40325994
FXYD5,19,40337467
FLJ25660,19,40407544
LOC643951,19,40415117
LSR,19,40431399
USF2,19,40451736
HAMP,19,40465250
MAG,19,40474878
CD22,19,40511953
GPR40,19,40534295
GPR41,19,40541342
GPR42,19,40554102
LOC390924,19,40564885
GPR43,19,40632457
UNQ467,19,40670068
ZD52F10,19,40679962
SBSN,19,40706109
GAPDHS,19,40716204
NIFIE14,19,40728385
ATP4A,19,40732935
KIAA0841,19,40795492
MGC10433,19,40811820
ETV2,19,40824499
COX6B1,19,40830995
UPK1A,19,40849555
ZBTB32,19,40895670
MLL4,19,40900761
U2AF1L4,19,40921991
U2AF1L3,19,40925272
PSENEN,19,40928334
F25965,19,40931352
HSPB6,19,40937310
LOC148137,19,40940925
LOC653410,19,40949865
SNX26,19,40958316
LOC644050,19,40972336
PRODH2,19,40982732
NPHS1,19,41008697
KIRREL2,19,41039664
APLP1,19,41051241
TA-NFKBH,19,41070983
HCST,19,41085222
TYROBP,19,41087143
LRFN3,19,41119862
LOC644096,19,41177914
FLJ36445,19,41186050
MGC15677,19,41191863
CLIPR-59,19,41197403
THAP8,19,41217727
WDR62,19,41237660
LOC644099,19,41291809
POLR2I,19,41296451
CKAP1,19,41297728
CAPNS1,19,41322758
COX7A1,19,41333664
ZNF565,19,41360345
ZNF146,19,41411488
KIAA1559,19,41519002
ZNF545,19,41574701
LOC644189,19,41603922
LOC644194,19,41604989
ZNF566,19,41630415
LOC401914,19,41679655
ZFP260,19,41693434
ZNF529,19,41727130
ZNF382,19,41788061
GIOT-1,19,41820123
ZNF567,19,41872142
LOC342892,19,41926226
MGC62100,19,41996695
ZNF345,19,42033103
DKFZp779O175,19,42073901
LOC653456,19,42098702
ZNF568,19,42099085
LOC653284,19,42156286
ZNF420,19,42261222
ZNF585A,19,42332830
ZNF585B,19,42367562
ZNF383,19,42409206
HKR1,19,42517420
ZNF527,19,42553905
ZNF569,19,42593899
ZNF570,19,42651822
LOC390927,19,42689681
ZNF540,19,42734148
ZNF571,19,42745131
KIAA0961,19,42815229
FLJ37549,19,42850490
LOC653484,19,42879110
ZNF607,19,42879116
ZNF573,19,42921028
LOC643477,19,42974178
LOC401915,19,42985507
LOC644554,19,42999771
LOC147975,19,43005591
NYD-SP11,19,43067412
SIPA1L3,19,43089708
DPF1,19,43394187
PPP1R14A,19,43433717
SPINT2,19,43447042
LOC541469,19,43486040
C19orf33,19,43486644
YIF1B,19,43487595
KCNK6,19,43502322
C19orf15,19,43518298
PSMD8,19,43557061
GGN,19,43566832
SPRED3,19,43572776
FAM98C,19,43585626
RASGRP4,19,43591538
RYR1,19,43616180
MAP4K1,19,43770121
EIF3S12,19,43801577
ACTN4,19,43830167
CAPN12,19,43912672
LGALS7,19,43953447
LOC653499,19,43971688
LGALS4,19,43984155
ECH1,19,43997902
HNRPL,19,44018868
FLJ45909,19,44050314
SIRT2,19,44061040
NFKBIB,19,44082455
LOC643669,19,44091466
SARS2,19,44097746
MRPS12,19,44113188
FBXO17,19,44123882
FBXO27,19,44206501
FLJ16165,19,44266785
PAK4,19,44308260
LOC342897,19,44379444
SYCN,19,44385311
IL28B,19,44426112
LOC441849,19,44437396
IL28A,19,44450997
IL29,19,44478805
LRFN1,19,44489054
GMFG,19,44510839
FLJ10211,19,44524948
PAF1,19,44568109
IXL,19,44573803
ZFP36,19,44589327
PLEKHG2,19,44595590
RPS16,19,44615687
SUPT5H,19,44628164
TIMM50,19,44662892
DLL3,19,44681427
SELV,19,44697593
EID-3,19,44713470
LOC644770,19,44716943
CRI2,19,44721286
LOC390930,19,44735501
LGALS13,19,44785009
LOC441850,19,44820643
LOC148003,19,44822984
LOC400696,19,44861854
LGALS14,19,44886786
CLC,19,44913735
LOC342900,19,44959081
DYRK1B,19,45007830
FBL,19,45016938
FCGBP,19,45045811
LOC440525,19,45140377
PSMC4,19,45168913
ZNF546,19,45194869
LOC163131,19,45232104
LOC284323,19,45272263
MAP3K10,19,45389491
TTC9B,19,45413805
FLJ13265,19,45419962
AKT2,19,45431556
LOC644853,19,45471886
FLJ36888,19,45518810
PLD3,19,45546447
HIPK4,19,45577018
PRX,19,45591515
SERTAD1,19,45620255
SERTAD3,19,45638591
BLVRB,19,45645541
SPTBN4,19,45663988
SHKBP1,19,45774630
LTBP4,19,45790912
NUMBL,19,45864434
ADCK4,19,45889274
ITPKC,19,45914848
FLJ41131,19,45938607
SNRPA,19,45948619
LOC654335,19,45968270
MIA,19,45973218
RAB4B,19,45976017
EGLN2,19,45996985
CYP2T2P,19,46006240
CYP2F1P,19,46016420
CYP2A6,19,46041284
CYP2A7,19,46073184
CYP2G1P,19,46088964
CYP2A7P1,19,46105976
CYP2B7P1,19,46122012
CYP2B6,19,46189044
CYP2G2P,19,46248197
CYP2A13,19,46286208
CYP2F1,19,46312193
CYP2T3P,19,46332464
CYP2S1,19,46391010
AXL,19,46416663
HNRPUL1,19,46460264
MGC20255,19,46507934
TGFB1,19,46528491
MGC4093,19,46552166
EXOSC5,19,46584115
BCKDHA,19,46595544
B3GALT7,19,46623104
FLJ10241,19,46629064
LOC644320,19,46651915
LOC644330,19,46703824
PLEKHA3P1,19,46718436
CEACAM21,19,46774427
CEACAMP3,19,46799451
CEACAM4,19,46817184
CEACAM7,19,46869073
CEACAM5,19,46904377
CEACAM6,19,46951341
CEACAM3,19,46992396
LOC645001,19,47025562
LYPD4,19,47032990
DMRTC2,19,47040864
RPS19,19,47055828
CD79A,19,47073042
ARHGEF1,19,47079107
LOC390937,19,47104220
RABAC1,19,47152675
ATP1A3,19,47162574
GRIK5,19,47194313
ZNF574,19,47266358
POU2F2,19,47277741
DEDD2,19,47394592
ZNF526,19,47416332
GSK3A,19,47426178
ERF,19,47443561
CIC,19,47480657
PAFAH1B3,19,47493025
MGC70924,19,47498124
FLJ90805,19,47509328
EGFL4,19,47532798
SBP1,19,47573956
CNFN,19,47583011
LIPE,19,47597506
UNQ473,19,47624535
CEACAM1,19,47703298
CEACAMP2,19,47756459
CEACAM8,19,47776235
CEACAMP5,19,47850143
PSG3,19,47916130
PSG8,19,47950287
CEACAMP6,19,47981703
LOC653492,19,48032995
PSG1,19,48063198
PSG6,19,48098080
PSG7,19,48120124
CEACAMP7,19,48145495
PSG11,19,48203649
CEACAMP8,19,48236366
PSG2,19,48260202
CEACAMP9,19,48292441
PSG5,19,48363735
PSG4,19,48388694
CEACAMP10,19,48415980
PSG9,19,48449278
CEACAMP11,19,48479428
CEACAMP4,19,48499194
CD177,19,48549672
LOC653579,19,48564397
TEX101,19,48584603
LYPD3,19,48656779
LOC653583,19,48671101
PHLDB3,19,48692010
ETHE1,19,48702711
ZNF575,19,48729169
XRCC1,19,48739304
IRGQ,19,48787866
ZNF576,19,48792384
C19orf37,19,48803216
IGSF4C,19,48818362
PLAUR,19,48842088
IRGC,19,48912078
FLJ12886,19,48927588
KCNN4,19,48962525
LYPD5,19,48992233
ZNF283,19,49016379
ZNF404,19,49068497
ZNF45,19,49108621
ZNF221,19,49147237
ZNF155,19,49180195
ZNF230,19,49198940
ZNF222,19,49221356
ZNF223,19,49248004
ZNF224,19,49290337
ZNF225,19,49309381
ZNF234,19,49337618
ZNF226,19,49361089
ZNF227,19,49408531
ZNF233,19,49455916
ZNF235,19,49482440
MRPS15P2,19,49486034
ZNF228,19,49522546
ZNF285,19,49581648
ZNF229,19,49622267
LOC147711,19,49663827
ZNF180,19,49671701
CEACAM20,19,49697569
FLJ41856,19,49732891
LOC147710,19,49808786
PVR,19,49839066
CEACAM19,19,49866834
CEACAM16,19,49880446
BCL3,19,49943871
CBLC,19,49972988
BCAM,19,50004178
PVRL2,19,50041474
TOMM40,19,50086334
APOE,19,50100879
APOC1,19,50109761
APOC4,19,50137335
APOC2,19,50141083
CLPTM1,19,50150478
RELB,19,50196552
SFRS16,19,50234138
ZNF342,19,50266598
GEMIN7,19,50274358
EIF5AP3,19,50323623
NKPD1,19,50346964
TRAPPC6A,19,50358026
BLOC1S3,19,50374395
XTP7,19,50407719
MARK4,19,50446682
CKM,19,50501511
LOC645412,19,50527796
KLC3,19,50535838
ERCC2,19,50546686
PPP1R13L,19,50574736
CD3EAP,19,50601307
ERCC1,19,50604712
FOSB,19,50663093
RTN2,19,50680390
FLJ40125,19,50693705
VASP,19,50702528
OPA3,19,50722525
GPR4,19,50784865
EML2,19,50804498
GIPR,19,50863342
SNRPD2,19,50882558
QPCTL,19,50887772
FBXO46,19,50905728
LOC388553,19,50934794
SIX5,19,50959884
DMPK,19,50964815
DMWD,19,50978104
RSHL1,19,50990808
SYMPK,19,51010562
FOXA3,19,51059358
IRF2BP1,19,51078706
LOC339344,19,51085121
NANOS2,19,51108312
NOVA2,19,51134631
PGLYRP1,19,51214281
LOC645497,19,51231706
IGFL4,19,51234846
LOC401923,19,51274357
IGFL3,19,51315168
LOC126052,19,51331427
IGFL2,19,51342879
LOC645553,19,51384132
LOC390944,19,51409739
IGFL1,19,51424849
HIF3A,19,51492154
PPP5C,19,51542134
CCDC8,19,51605925
FLJ10781,19,51661588
LOC400707,19,51689605
LOC400708,19,51720572
CALM3,19,51796352
PTGIR,19,51815565
GNG8,19,51829173
MGC15476,19,51842709
PRKD2,19,51869413
STRN4,19,51914608
FKRP,19,51941155
SLC1A5,19,51969980
LOC390948,19,52004681
AP2S1,19,52033263
GRLF1,19,52113773
LOC653655,19,52196893
NPAS1,19,52215983
FLJ20512,19,52241007
C19orf7,19,52259290
SAE1,19,52325984
BBC3,19,52415924
CCDC9,19,52451632
LOC255783,19,52469449
C5R1,19,52504971
GPR77,19,52532211
DHX34,19,52544386
MEIS3,19,52598193
SLC8A2,19,52623735
KPTN,19,52657651
NAPA,19,52682703
ZNF541,19,52715759
LOC645730,19,52740108
LOC645755,19,52805027
GLTSCR1,19,52874031
EHD2,19,52908502
GLTSCR2,19,52940620
SEPW1,19,52973654
LOC390949,19,52989535
TPRX1,19,52996312
CRX,19,53016976
TPRX2P,19,53055214
SULT2A1,19,53065682
ELSPBP1,19,53189743
CABP5,19,53225022
PLA2G4C,19,53242917
LIG1,19,53310515
LOC374920,19,53365761
CARD8,19,53403325
ZNF114,19,53466466
FLJ32926,19,53491532
EMP3,19,53520454
FLJ10922,19,53527428
SYNGR4,19,53559469
KDELR1,19,53577639
GRIN2D,19,53589944
GRWD1,19,53640874
KCNJ14,19,53650578
PSCD2,19,53664424
LMTK3,19,53680346
SULT2B1,19,53747241
FAM83E,19,53795879
SPACA4,19,53801812
RPL18,19,53810400
SPHK2,19,53814360
DBP,19,53825754
CA11,19,53833084
LOC126147,19,53856476
LOC653677,19,53874727
FUT2,19,53891050
FLJ36070,19,53908065
RASIP1,19,53915654
IZUMO1,19,53935957
FUT1,19,53943080
FGF21,19,53951156
BCAT2,19,53990131
DHRS10,19,54008086
PLEKHA4,19,54032167
PPP1R15A,19,54067490
TULP2,19,54076034
NUCB1,19,54091637
DHDH,19,54126267
BAX,19,54149929
FTL,19,54160378
GYS1,19,54163194
RUVBL2,19,54188968
LHB,19,54211049
CGB,19,54217939
NTF6A,19,54220373
NTF6G,19,54224484
CGB2,19,54226942
CGB1,19,54230638
NTF6B,19,54233373
CGB5,19,54238914
CGB8,19,54242707
CGB7,19,54249343
NTF5,19,54256209
KCNA7,19,54262487
LOC653688,19,54280209
SNRP70,19,54280277
LIN7B,19,54309430
FLJ10490,19,54313467
PPFIA3,19,54314475
HRC,19,54346267
TRPM4,19,54352864
LOC474340,19,54470107
SLC6A16,19,54484701
CD37,19,54530547
TEAD2,19,54535664
DKKL1,19,54558854
FLJ32658,19,54589612
TIP39,19,54617483
LOC645971,19,54621500
SLC17A7,19,54624470
FLJ20643,19,54641368
ALDH16A1,19,54648325
FLT3LG,19,54669298
RPL13A,19,54682677
RNU32,19,54685035
RNU33,19,54685686
RNU34,19,54685976
RNU35,19,54686244
RPS11,19,54691446
RNU35B,19,54692788
FCGRT,19,54708304
RCN3,19,54722687
NOSIP,19,54750780
PRRG2,19,54778280
KIAA1205,19,54790591
RRAS,19,54830364
